dteday,temp,cnt,hr
2011-12-24,0.32,26,2.0
2011-12-24,0.32,5,3.0
2011-12-24,0.32,3,4.0
2011-12-24,0.32,4,5.0
2011-12-24,0.3,10,6.0
2011-12-24,0.3,10,7.0
2011-12-24,0.28,27,8.0
2011-12-24,0.3,56,9.0
2011-12-24,0.3,56,10.0
2011-12-24,0.32,71,11.0
2011-12-24,0.34,94,12.0
2011-12-24,0.34,121,13.0
2011-12-24,0.34,85,14.0
2011-12-24,0.32,97,15.0
2011-12-24,0.32,99,16.0
2011-12-24,0.28,68,17.0
2011-12-24,0.3,35,18.0
2011-12-24,0.3,25,19.0
2011-12-24,0.26,24,20.0
2011-12-24,0.26,19,21.0
2011-12-24,0.24,20,22.0
2011-12-24,0.24,17,23.0
2011-12-25,0.24,6,0.0
2011-12-25,0.22,4,1.0
2011-12-25,0.22,2,2.0
2011-12-25,0.22,4,3.0
2011-12-25,0.2,1,5.0
2011-12-25,0.2,1,6.0
2011-12-25,0.22,4,7.0
2011-12-25,0.2,5,8.0
2011-12-25,0.24,23,9.0
2011-12-25,0.26,43,10.0
2011-12-25,0.3,85,11.0
2011-12-25,0.3,66,12.0
2011-12-25,0.32,79,13.0
2011-12-25,0.34,86,14.0
2011-12-25,0.34,91,15.0
2011-12-25,0.36,86,16.0
2011-12-25,0.34,44,17.0
2011-12-25,0.32,30,18.0
2011-12-25,0.32,16,19.0
2011-12-25,0.32,26,20.0
2011-12-25,0.3,19,21.0
2011-12-25,0.28,17,22.0
2011-12-25,0.26,16,23.0
2011-12-26,0.22,11,0.0
2011-12-26,0.28,10,1.0
2011-12-26,0.34,7,2.0
2011-12-26,0.34,2,4.0
2011-12-26,0.34,4,5.0
2011-12-26,0.32,4,6.0
2011-12-26,0.32,19,7.0
2011-12-26,0.32,18,8.0
2011-12-26,0.34,62,9.0
2011-12-26,0.34,70,10.0
2011-12-26,0.34,91,11.0
2011-12-26,0.36,100,12.0
2011-12-26,0.38,140,13.0
2011-12-26,0.38,153,14.0
2011-12-26,0.38,131,15.0
2011-12-26,0.36,97,16.0
2011-12-26,0.34,97,17.0
2011-12-26,0.32,75,18.0
2011-12-26,0.3,65,19.0
2011-12-26,0.3,56,20.0
2011-12-26,0.26,49,21.0
2011-12-26,0.26,27,22.0
2011-12-26,0.26,29,23.0
2011-12-27,0.26,12,0.0
2011-12-27,0.26,6,1.0
2011-12-27,0.26,4,2.0
2011-12-27,0.3,3,3.0
2011-12-27,0.3,3,4.0
2011-12-27,0.3,8,5.0
2011-12-27,0.3,35,6.0
2011-12-27,0.3,80,7.0
2011-12-27,0.3,164,8.0
2011-12-27,0.32,104,9.0
2011-12-27,0.32,60,10.0
2011-12-27,0.32,30,11.0
2011-12-27,0.3,24,12.0
2011-12-27,0.3,20,13.0
2011-12-27,0.42,14,14.0
2011-12-27,0.42,19,15.0
2011-12-27,0.44,46,16.0
2011-12-27,0.4,115,17.0
2011-12-27,0.38,135,18.0
2011-12-27,0.34,90,19.0
2011-12-27,0.32,69,20.0
2011-12-27,0.32,63,21.0
2011-12-27,0.32,32,22.0
2011-12-27,0.3,26,23.0
2011-12-28,0.32,10,0.0
2011-12-28,0.32,12,1.0
2011-12-28,0.32,7,2.0
2011-12-28,0.32,4,3.0
2011-12-28,0.32,9,5.0
2011-12-28,0.32,43,6.0
2011-12-28,0.32,110,7.0
2011-12-28,0.32,217,8.0
2011-12-28,0.32,189,9.0
2011-12-28,0.34,96,10.0
2011-12-28,0.36,111,11.0
2011-12-28,0.34,140,12.0
2011-12-28,0.34,159,13.0
2011-12-28,0.32,120,14.0
2011-12-28,0.32,117,15.0
2011-12-28,0.3,167,16.0
2011-12-28,0.28,250,17.0
2011-12-28,0.26,169,18.0
2011-12-28,0.24,151,19.0
2011-12-28,0.24,79,20.0
2011-12-28,0.22,70,21.0
2011-12-28,0.22,33,22.0
2011-12-28,0.22,39,23.0
2011-12-29,0.22,28,0.0
2011-12-29,0.22,15,1.0
2011-12-29,0.2,3,2.0
2011-12-29,0.2,2,3.0
2011-12-29,0.2,3,4.0
2011-12-29,0.2,10,5.0
2011-12-29,0.2,41,6.0
2011-12-29,0.18,106,7.0
2011-12-29,0.2,210,8.0
2011-12-29,0.2,170,9.0
2011-12-29,0.22,110,10.0
2011-12-29,0.24,122,11.0
2011-12-29,0.26,130,12.0
2011-12-29,0.28,131,13.0
2011-12-29,0.3,142,14.0
2011-12-29,0.3,177,15.0
2011-12-29,0.3,177,16.0
2011-12-29,0.3,240,17.0
2011-12-29,0.3,207,18.0
2011-12-29,0.3,135,19.0
2011-12-29,0.28,96,20.0
2011-12-29,0.28,68,21.0
2011-12-29,0.28,55,22.0
2011-12-29,0.3,45,23.0
2011-12-30,0.28,30,0.0
2011-12-30,0.26,20,1.0
2011-12-30,0.24,12,2.0
2011-12-30,0.24,6,3.0
2011-12-30,0.24,2,4.0
2011-12-30,0.22,10,5.0
2011-12-30,0.24,32,6.0
2011-12-30,0.24,95,7.0
2011-12-30,0.24,205,8.0
2011-12-30,0.26,194,9.0
2011-12-30,0.3,118,10.0
2011-12-30,0.32,171,11.0
2011-12-30,0.32,197,12.0
2011-12-30,0.36,207,13.0
2011-12-30,0.4,245,14.0
2011-12-30,0.42,292,15.0
2011-12-30,0.42,283,16.0
2011-12-30,0.38,242,17.0
2011-12-30,0.36,182,18.0
2011-12-30,0.34,112,19.0
2011-12-30,0.34,91,20.0
2011-12-30,0.36,95,21.0
2011-12-30,0.34,85,22.0
2011-12-30,0.36,73,23.0
2011-12-31,0.38,44,0.0
2011-12-31,0.4,35,1.0
2011-12-31,0.4,28,2.0
2011-12-31,0.4,18,3.0
2011-12-31,0.38,10,4.0
2011-12-31,0.36,1,5.0
2011-12-31,0.4,6,6.0
2011-12-31,0.38,19,7.0
2011-12-31,0.34,49,8.0
2011-12-31,0.38,90,9.0
2011-12-31,0.4,128,10.0
2011-12-31,0.42,217,11.0
2011-12-31,0.52,273,12.0
2011-12-31,0.5,313,13.0
2011-12-31,0.46,300,14.0
2011-12-31,0.46,253,15.0
2011-12-31,0.44,195,16.0
2011-12-31,0.42,129,17.0
2011-12-31,0.42,93,18.0
2011-12-31,0.42,92,19.0
2011-12-31,0.42,71,20.0
2011-12-31,0.4,52,21.0
2011-12-31,0.38,38,22.0
2011-12-31,0.36,31,23.0
2012-01-01,0.36,48,0.0
2012-01-01,0.36,93,1.0
2012-01-01,0.32,75,2.0
2012-01-01,0.3,52,3.0
2012-01-01,0.28,8,4.0
2012-01-01,0.28,5,5.0
2012-01-01,0.26,2,6.0
2012-01-01,0.26,7,7.0
2012-01-01,0.26,14,8.0
2012-01-01,0.26,40,9.0
2012-01-01,0.3,70,10.0
2012-01-01,0.34,138,11.0
2012-01-01,0.4,201,12.0
2012-01-01,0.42,223,13.0
2012-01-01,0.44,267,14.0
2012-01-01,0.46,265,15.0
2012-01-01,0.44,215,16.0
2012-01-01,0.48,111,17.0
2012-01-01,0.46,106,18.0
2012-01-01,0.42,105,19.0
2012-01-01,0.44,83,20.0
2012-01-01,0.44,71,21.0
2012-01-01,0.46,66,22.0
2012-01-01,0.44,29,23.0
2012-01-02,0.4,39,0.0
2012-01-02,0.36,12,1.0
2012-01-02,0.36,7,2.0
2012-01-02,0.28,4,4.0
2012-01-02,0.28,4,5.0
2012-01-02,0.26,14,6.0
2012-01-02,0.24,16,7.0
2012-01-02,0.24,53,8.0
2012-01-02,0.24,68,9.0
2012-01-02,0.26,109,10.0
2012-01-02,0.26,175,11.0
2012-01-02,0.28,202,12.0
2012-01-02,0.3,176,13.0
2012-01-02,0.3,151,14.0
2012-01-02,0.28,168,15.0
2012-01-02,0.26,154,16.0
2012-01-02,0.26,153,17.0
2012-01-02,0.26,126,18.0
2012-01-02,0.24,93,19.0
2012-01-02,0.24,88,20.0
2012-01-02,0.24,66,21.0
2012-01-02,0.22,39,22.0
2012-01-02,0.22,34,23.0
2012-01-03,0.2,13,0.0
2012-01-03,0.18,6,1.0
2012-01-03,0.18,3,2.0
2012-01-03,0.16,2,3.0
2012-01-03,0.16,5,4.0
2012-01-03,0.14,12,5.0
2012-01-03,0.14,85,6.0
2012-01-03,0.14,170,7.0
2012-01-03,0.16,354,8.0
2012-01-03,0.16,153,9.0
2012-01-03,0.16,60,10.0
2012-01-03,0.18,75,11.0
2012-01-03,0.18,74,12.0
2012-01-03,0.18,73,13.0
2012-01-03,0.16,79,14.0
2012-01-03,0.16,77,15.0
2012-01-03,0.14,136,16.0
2012-01-03,0.14,245,17.0
2012-01-03,0.14,224,18.0
2012-01-03,0.12,156,19.0
2012-01-03,0.12,115,20.0
2012-01-03,0.1,68,21.0
2012-01-03,0.1,33,22.0
2012-01-03,0.1,18,23.0
2012-01-04,0.08,9,0.0
2012-01-04,0.04,3,1.0
2012-01-04,0.02,1,2.0
2012-01-04,0.02,1,3.0
2012-01-04,0.02,2,4.0
2012-01-04,0.02,14,5.0
2012-01-04,0.02,59,6.0
2012-01-04,0.02,152,7.0
2012-01-04,0.02,315,8.0
2012-01-04,0.04,180,9.0
2012-01-04,0.06,64,10.0
2012-01-04,0.08,46,11.0
2012-01-04,0.1,84,12.0
2012-01-04,0.14,91,13.0
2012-01-04,0.14,75,14.0
2012-01-04,0.18,90,15.0
2012-01-04,0.18,131,16.0
2012-01-04,0.2,281,17.0
2012-01-04,0.2,289,18.0
2012-01-04,0.2,184,19.0
2012-01-04,0.2,123,20.0
2012-01-04,0.2,90,21.0
2012-01-04,0.2,52,22.0
2012-01-04,0.2,32,23.0
2012-01-05,0.22,14,0.0
2012-01-05,0.2,5,1.0
2012-01-05,0.2,4,2.0
2012-01-05,0.2,4,3.0
2012-01-05,0.2,5,4.0
2012-01-05,0.2,26,5.0
2012-01-05,0.2,78,6.0
2012-01-05,0.2,215,7.0
2012-01-05,0.2,388,8.0
2012-01-05,0.22,227,9.0
2012-01-05,0.24,86,10.0
2012-01-05,0.3,84,11.0
2012-01-05,0.3,120,12.0
2012-01-05,0.34,118,13.0
2012-01-05,0.34,117,14.0
2012-01-05,0.36,119,15.0
2012-01-05,0.36,197,16.0
2012-01-05,0.36,412,17.0
2012-01-05,0.34,383,18.0
2012-01-05,0.34,265,19.0
2012-01-05,0.3,177,20.0
2012-01-05,0.26,97,21.0
2012-01-05,0.26,71,22.0
2012-01-05,0.24,60,23.0
2012-01-06,0.22,25,0.0
2012-01-06,0.22,8,1.0
2012-01-06,0.22,5,2.0
2012-01-06,0.22,4,3.0
2012-01-06,0.22,3,4.0
2012-01-06,0.2,13,5.0
2012-01-06,0.22,70,6.0
2012-01-06,0.24,205,7.0
2012-01-06,0.24,447,8.0
2012-01-06,0.24,241,9.0
2012-01-06,0.26,116,10.0
2012-01-06,0.3,138,11.0
2012-01-06,0.36,191,12.0
2012-01-06,0.4,204,13.0
2012-01-06,0.46,178,14.0
2012-01-06,0.52,222,15.0
2012-01-06,0.52,294,16.0
2012-01-06,0.46,476,17.0
2012-01-06,0.5,419,18.0
2012-01-06,0.46,272,19.0
2012-01-06,0.42,177,20.0
2012-01-06,0.4,154,21.0
2012-01-06,0.36,135,22.0
2012-01-06,0.36,101,23.0
2012-01-07,0.36,79,0.0
2012-01-07,0.38,62,1.0
2012-01-07,0.36,38,2.0
2012-01-07,0.32,20,3.0
2012-01-07,0.32,10,4.0
2012-01-07,0.26,9,5.0
2012-01-07,0.26,7,6.0
2012-01-07,0.22,20,7.0
2012-01-07,0.24,64,8.0
2012-01-07,0.22,130,9.0
2012-01-07,0.28,203,10.0
2012-01-07,0.34,324,11.0
2012-01-07,0.4,376,12.0
2012-01-07,0.44,445,13.0
2012-01-07,0.5,512,14.0
2012-01-07,0.58,449,15.0
2012-01-07,0.56,401,16.0
2012-01-07,0.54,322,17.0
2012-01-07,0.54,297,18.0
2012-01-07,0.52,215,19.0
2012-01-07,0.5,170,20.0
2012-01-07,0.44,140,21.0
2012-01-07,0.44,109,22.0
2012-01-07,0.42,119,23.0
2012-01-08,0.38,91,0.0
2012-01-08,0.34,72,1.0
2012-01-08,0.36,67,2.0
2012-01-08,0.34,32,3.0
2012-01-08,0.32,6,4.0
2012-01-08,0.32,2,5.0
2012-01-08,0.3,2,6.0
2012-01-08,0.3,24,7.0
2012-01-08,0.3,57,8.0
2012-01-08,0.32,125,9.0
2012-01-08,0.34,208,10.0
2012-01-08,0.36,256,11.0
2012-01-08,0.38,351,12.0
2012-01-08,0.4,343,13.0
2012-01-08,0.4,328,14.0
2012-01-08,0.4,330,15.0
2012-01-08,0.4,314,16.0
2012-01-08,0.38,219,17.0
2012-01-08,0.34,181,18.0
2012-01-08,0.32,112,19.0
2012-01-08,0.3,126,20.0
2012-01-08,0.28,91,21.0
2012-01-08,0.26,58,22.0
2012-01-08,0.26,30,23.0
2012-01-09,0.24,15,0.0
2012-01-09,0.24,5,1.0
2012-01-09,0.24,5,2.0
2012-01-09,0.24,3,3.0
2012-01-09,0.22,4,4.0
2012-01-09,0.2,21,5.0
2012-01-09,0.22,88,6.0
2012-01-09,0.22,240,7.0
2012-01-09,0.22,420,8.0
2012-01-09,0.22,197,9.0
2012-01-09,0.24,108,10.0
2012-01-09,0.26,88,11.0
2012-01-09,0.26,103,12.0
2012-01-09,0.26,80,13.0
2012-01-09,0.22,50,14.0
2012-01-09,0.22,69,15.0
2012-01-09,0.22,49,16.0
2012-01-09,0.22,152,17.0
2012-01-09,0.2,164,18.0
2012-01-09,0.2,190,19.0
2012-01-09,0.2,132,20.0
2012-01-09,0.2,79,21.0
2012-01-09,0.2,62,22.0
2012-01-09,0.22,52,23.0
2012-01-10,0.22,14,0.0
2012-01-10,0.22,5,1.0
2012-01-10,0.22,4,2.0
2012-01-10,0.2,4,4.0
2012-01-10,0.4,23,5.0
2012-01-10,0.18,79,6.0
2012-01-10,0.18,222,7.0
2012-01-10,0.18,471,8.0
2012-01-10,0.18,195,9.0
2012-01-10,0.18,83,10.0
2012-01-10,0.42,101,11.0
2012-01-10,0.42,140,12.0
2012-01-10,0.42,178,13.0
2012-01-10,0.42,106,14.0
2012-01-10,0.42,136,15.0
2012-01-10,0.42,240,16.0
2012-01-10,0.42,460,17.0
2012-01-10,0.4,385,18.0
2012-01-10,0.38,281,19.0
2012-01-10,0.34,200,20.0
2012-01-10,0.32,116,21.0
2012-01-10,0.3,114,22.0
2012-01-10,0.26,41,23.0
2012-01-11,0.26,28,0.0
2012-01-11,0.24,7,1.0
2012-01-11,0.2,5,2.0
2012-01-11,0.22,4,3.0
2012-01-11,0.2,2,4.0
2012-01-11,0.2,22,5.0
2012-01-11,0.2,74,6.0
2012-01-11,0.2,256,7.0
2012-01-11,0.2,499,8.0
2012-01-11,0.2,225,9.0
2012-01-11,0.24,97,10.0
2012-01-11,0.26,99,11.0
2012-01-11,0.3,55,12.0
2012-01-11,0.32,65,13.0
2012-01-11,0.32,73,14.0
2012-01-11,0.34,79,15.0
2012-01-11,0.34,118,16.0
2012-01-11,0.34,134,17.0
2012-01-11,0.34,98,18.0
2012-01-11,0.32,93,19.0
2012-01-11,0.32,57,20.0
2012-01-11,0.34,29,21.0
2012-01-11,0.34,49,22.0
2012-01-11,0.34,9,23.0
2012-01-12,0.34,3,0.0
2012-01-12,0.36,3,1.0
2012-01-12,0.36,2,2.0
2012-01-12,0.36,3,3.0
2012-01-12,0.36,2,4.0
2012-01-12,0.34,16,5.0
2012-01-12,0.36,89,6.0
2012-01-12,0.34,220,7.0
2012-01-12,0.32,508,8.0
2012-01-12,0.32,230,9.0
2012-01-12,0.34,90,10.0
2012-01-12,0.34,119,11.0
2012-01-12,0.34,144,12.0
2012-01-12,0.42,183,13.0
2012-01-12,0.42,156,14.0
2012-01-12,0.44,188,15.0
2012-01-12,0.46,281,16.0
2012-01-12,0.46,495,17.0
2012-01-12,0.44,421,18.0
2012-01-12,0.42,330,19.0
2012-01-12,0.42,240,20.0
2012-01-12,0.44,174,21.0
2012-01-12,0.38,133,22.0
2012-01-12,0.4,67,23.0
2012-01-13,0.4,42,0.0
2012-01-13,0.38,12,1.0
2012-01-13,0.4,14,2.0
2012-01-13,0.36,7,3.0
2012-01-13,0.32,3,4.0
2012-01-13,0.3,21,5.0
2012-01-13,0.26,73,6.0
2012-01-13,0.26,177,7.0
2012-01-13,0.24,419,8.0
2012-01-13,0.22,214,9.0
2012-01-13,0.24,103,10.0
2012-01-13,0.24,114,11.0
2012-01-13,0.24,154,12.0
2012-01-13,0.26,154,13.0
2012-01-13,0.26,129,14.0
2012-01-13,0.26,138,15.0
2012-01-13,0.28,233,16.0
2012-01-13,0.28,332,17.0
2012-01-13,0.26,301,18.0
2012-01-13,0.26,206,19.0
2012-01-13,0.24,136,20.0
2012-01-13,0.24,102,21.0
2012-01-13,0.2,65,22.0
2012-01-13,0.18,65,23.0
2012-01-14,0.16,44,0.0
2012-01-14,0.16,50,1.0
2012-01-14,0.16,38,2.0
2012-01-14,0.14,20,3.0
2012-01-14,0.14,3,4.0
2012-01-14,0.14,4,5.0
2012-01-14,0.14,5,6.0
2012-01-14,0.14,24,7.0
2012-01-14,0.12,92,8.0
2012-01-14,0.14,81,9.0
2012-01-14,0.16,149,10.0
2012-01-14,0.2,178,11.0
2012-01-14,0.22,219,12.0
2012-01-14,0.22,220,13.0
2012-01-14,0.24,231,14.0
2012-01-14,0.24,226,15.0
2012-01-14,0.24,206,16.0
2012-01-14,0.24,144,17.0
2012-01-14,0.22,143,18.0
2012-01-14,0.2,102,19.0
2012-01-14,0.2,103,20.0
2012-01-14,0.18,69,21.0
2012-01-14,0.16,66,22.0
2012-01-14,0.16,76,23.0
2012-01-15,0.16,59,0.0
2012-01-15,0.16,42,1.0
2012-01-15,0.16,43,2.0
2012-01-15,0.16,25,3.0
2012-01-15,0.16,6,4.0
2012-01-15,0.16,5,5.0
2012-01-15,0.14,8,6.0
2012-01-15,0.12,17,7.0
2012-01-15,0.12,36,8.0
2012-01-15,0.12,90,9.0
2012-01-15,0.14,126,10.0
2012-01-15,0.16,165,11.0
2012-01-15,0.18,234,12.0
2012-01-15,0.2,224,13.0
2012-01-15,0.2,188,14.0
2012-01-15,0.22,206,15.0
2012-01-15,0.22,205,16.0
2012-01-15,0.22,146,17.0
2012-01-15,0.18,120,18.0
2012-01-15,0.16,110,19.0
2012-01-15,0.16,95,20.0
2012-01-15,0.16,72,21.0
2012-01-15,0.18,60,22.0
2012-01-15,0.16,29,23.0
2012-01-16,0.14,25,0.0
2012-01-16,0.14,20,1.0
2012-01-16,0.14,17,2.0
2012-01-16,0.12,3,3.0
2012-01-16,0.12,8,4.0
2012-01-16,0.12,6,5.0
2012-01-16,0.1,13,6.0
2012-01-16,0.1,33,7.0
2012-01-16,0.1,78,8.0
2012-01-16,0.1,96,9.0
2012-01-16,0.14,126,10.0
2012-01-16,0.16,179,11.0
2012-01-16,0.2,185,12.0
2012-01-16,0.24,228,13.0
2012-01-16,0.24,181,14.0
2012-01-16,0.26,192,15.0
2012-01-16,0.26,180,16.0
2012-01-16,0.26,193,17.0
2012-01-16,0.26,181,18.0
2012-01-16,0.26,144,19.0
2012-01-16,0.26,90,20.0
2012-01-16,0.28,49,21.0
2012-01-16,0.3,43,22.0
2012-01-16,0.26,28,23.0
2012-01-17,0.26,12,0.0
2012-01-17,0.28,2,1.0
2012-01-17,0.28,12,2.0
2012-01-17,0.32,2,4.0
2012-01-17,0.32,13,5.0
2012-01-17,0.3,57,6.0
2012-01-17,0.3,126,7.0
2012-01-17,0.3,93,8.0
2012-01-17,0.32,68,9.0
2012-01-17,0.3,62,10.0
2012-01-17,0.34,75,11.0
2012-01-17,0.32,86,12.0
2012-01-17,0.38,103,13.0
2012-01-17,0.44,132,14.0
2012-01-17,0.44,129,15.0
2012-01-17,0.46,219,16.0
2012-01-17,0.46,462,17.0
2012-01-17,0.46,463,18.0
2012-01-17,0.46,308,19.0
2012-01-17,0.46,180,20.0
2012-01-17,0.46,180,21.0
2012-01-17,0.46,90,22.0
2012-01-17,0.46,61,23.0
2012-01-18,0.46,17,0.0
2012-01-18,0.46,10,1.0
2012-01-18,0.44,2,2.0
2012-01-18,0.44,4,3.0
2012-01-18,0.34,1,4.0
2012-01-18,0.34,29,5.0
2012-01-18,0.34,88,6.0
2012-01-18,0.32,263,7.0
2012-01-18,0.3,489,8.0
2012-01-18,0.28,202,9.0
2012-01-18,0.3,93,10.0
2012-01-18,0.3,114,11.0
2012-01-18,0.3,161,12.0
2012-01-18,0.3,130,13.0
2012-01-18,0.3,105,14.0
2012-01-18,0.3,130,15.0
2012-01-18,0.28,176,16.0
2012-01-18,0.26,346,17.0
2012-01-18,0.24,355,18.0
2012-01-18,0.22,256,19.0
2012-01-18,0.22,165,20.0
2012-01-18,0.2,124,21.0
2012-01-18,0.18,78,22.0
2012-01-18,0.16,38,23.0
2012-01-19,0.14,16,0.0
2012-01-19,0.14,5,1.0
2012-01-19,0.14,3,2.0
2012-01-19,0.12,4,3.0
2012-01-19,0.12,1,4.0
2012-01-19,0.12,19,5.0
2012-01-19,0.12,86,6.0
2012-01-19,0.12,206,7.0
2012-01-19,0.12,423,8.0
2012-01-19,0.12,210,9.0
2012-01-19,0.14,108,10.0
2012-01-19,0.16,99,11.0
2012-01-19,0.2,111,12.0
2012-01-19,0.22,124,13.0
2012-01-19,0.24,119,14.0
2012-01-19,0.26,127,15.0
2012-01-19,0.26,193,16.0
2012-01-19,0.26,385,17.0
2012-01-19,0.26,361,18.0
2012-01-19,0.26,234,19.0
2012-01-19,0.26,191,20.0
2012-01-19,0.26,121,21.0
2012-01-19,0.26,90,22.0
2012-01-19,0.26,56,23.0
2012-01-20,0.26,27,0.0
2012-01-20,0.26,15,1.0
2012-01-20,0.26,11,2.0
2012-01-20,0.24,4,3.0
2012-01-20,0.22,3,4.0
2012-01-20,0.22,19,5.0
2012-01-20,0.24,68,6.0
2012-01-20,0.22,185,7.0
2012-01-20,0.22,425,8.0
2012-01-20,0.22,263,9.0
2012-01-20,0.22,97,10.0
2012-01-20,0.2,123,11.0
2012-01-20,0.2,124,12.0
2012-01-20,0.22,156,13.0
2012-01-20,0.22,115,14.0
2012-01-20,0.22,156,15.0
2012-01-20,0.2,174,16.0
2012-01-20,0.22,349,17.0
2012-01-20,0.2,301,18.0
2012-01-20,0.2,192,19.0
2012-01-20,0.2,142,20.0
2012-01-20,0.2,104,21.0
2012-01-20,0.2,72,22.0
2012-01-20,0.16,38,23.0
2012-01-21,0.16,24,0.0
2012-01-21,0.14,23,1.0
2012-01-21,0.14,26,2.0
2012-01-21,0.14,13,3.0
2012-01-21,0.16,1,4.0
2012-01-21,0.16,2,5.0
2012-01-21,0.16,1,6.0
2012-01-21,0.16,13,7.0
2012-01-21,0.16,25,8.0
2012-01-21,0.16,42,9.0
2012-01-21,0.16,45,10.0
2012-01-21,0.18,63,11.0
2012-01-21,0.2,67,12.0
2012-01-21,0.2,76,13.0
2012-01-21,0.2,95,14.0
2012-01-21,0.2,119,15.0
2012-01-21,0.2,118,16.0
2012-01-21,0.2,106,17.0
2012-01-21,0.2,110,18.0
2012-01-21,0.18,85,19.0
2012-01-21,0.18,67,20.0
2012-01-21,0.18,69,21.0
2012-01-21,0.18,59,22.0
2012-01-21,0.16,52,23.0
2012-01-22,0.16,52,0.0
2012-01-22,0.18,50,1.0
2012-01-22,0.18,47,2.0
2012-01-22,0.18,21,3.0
2012-01-22,0.16,2,4.0
2012-01-22,0.16,3,5.0
2012-01-22,0.16,4,6.0
2012-01-22,0.16,13,7.0
2012-01-22,0.16,32,8.0
2012-01-22,0.16,63,9.0
2012-01-22,0.16,129,10.0
2012-01-22,0.16,133,11.0
2012-01-22,0.16,185,12.0
2012-01-22,0.16,199,13.0
2012-01-22,0.16,182,14.0
2012-01-22,0.16,176,15.0
2012-01-22,0.16,155,16.0
2012-01-22,0.16,108,17.0
2012-01-22,0.16,121,18.0
2012-01-22,0.16,89,19.0
2012-01-22,0.16,74,20.0
2012-01-22,0.16,44,21.0
2012-01-22,0.16,58,22.0
2012-01-22,0.16,37,23.0
2012-01-23,0.18,19,0.0
2012-01-23,0.18,4,1.0
2012-01-23,0.18,2,2.0
2012-01-23,0.18,1,3.0
2012-01-23,0.2,1,4.0
2012-01-23,0.2,19,5.0
2012-01-23,0.2,42,6.0
2012-01-23,0.2,122,7.0
2012-01-23,0.2,272,8.0
2012-01-23,0.2,211,9.0
2012-01-23,0.2,149,10.0
2012-01-23,0.2,62,11.0
2012-01-23,0.22,62,12.0
2012-01-23,0.22,37,13.0
2012-01-23,0.22,61,14.0
2012-01-23,0.22,74,15.0
2012-01-23,0.24,122,16.0
2012-01-23,0.24,276,17.0
2012-01-23,0.24,282,18.0
2012-01-23,0.26,220,19.0
2012-01-23,0.26,169,20.0
2012-01-23,0.26,120,21.0
2012-01-23,0.26,68,22.0
2012-01-23,0.28,37,23.0
2012-01-24,0.3,25,0.0
2012-01-24,0.32,9,1.0
2012-01-24,0.32,8,2.0
2012-01-24,0.32,3,3.0
2012-01-24,0.3,2,4.0
2012-01-24,0.3,26,5.0
2012-01-24,0.32,89,6.0
2012-01-24,0.32,232,7.0
2012-01-24,0.32,490,8.0
2012-01-24,0.32,255,9.0
2012-01-24,0.32,116,10.0
2012-01-24,0.34,153,11.0
2012-01-24,0.34,175,12.0
2012-01-24,0.34,203,13.0
2012-01-24,0.36,173,14.0
2012-01-24,0.4,208,15.0
2012-01-24,0.4,278,16.0
2012-01-24,0.42,515,17.0
2012-01-24,0.4,423,18.0
2012-01-24,0.44,331,19.0
2012-01-24,0.32,229,20.0
2012-01-24,0.36,172,21.0
2012-01-24,0.32,125,22.0
2012-01-24,0.32,99,23.0
2012-01-25,0.26,31,0.0
2012-01-25,0.3,13,1.0
2012-01-25,0.28,6,2.0
2012-01-25,0.26,1,3.0
2012-01-25,0.26,4,4.0
2012-01-25,0.26,33,5.0
2012-01-25,0.24,88,6.0
2012-01-25,0.24,257,7.0
2012-01-25,0.24,513,8.0
2012-01-25,0.24,236,9.0
2012-01-25,0.26,141,10.0
2012-01-25,0.3,157,11.0
2012-01-25,0.32,193,12.0
2012-01-25,0.34,212,13.0
2012-01-25,0.34,160,14.0
2012-01-25,0.36,155,15.0
2012-01-25,0.34,246,16.0
2012-01-25,0.36,470,17.0
2012-01-25,0.32,439,18.0
2012-01-25,0.34,316,19.0
2012-01-25,0.32,235,20.0
2012-01-25,0.3,185,21.0
2012-01-25,0.3,113,22.0
2012-01-25,0.28,66,23.0
2012-01-26,0.28,25,0.0
2012-01-26,0.28,21,1.0
2012-01-26,0.28,7,2.0
2012-01-26,0.28,6,3.0
2012-01-26,0.28,3,4.0
2012-01-26,0.3,28,5.0
2012-01-26,0.28,88,6.0
2012-01-26,0.28,239,7.0
2012-01-26,0.28,530,8.0
2012-01-26,0.3,274,9.0
2012-01-26,0.3,108,10.0
2012-01-26,0.3,111,11.0
2012-01-26,0.34,165,12.0
2012-01-26,0.38,173,13.0
2012-01-26,0.4,128,14.0
2012-01-26,0.42,164,15.0
2012-01-26,0.4,224,16.0
2012-01-26,0.42,413,17.0
2012-01-26,0.42,406,18.0
2012-01-26,0.4,313,19.0
2012-01-26,0.4,224,20.0
2012-01-26,0.4,192,21.0
2012-01-26,0.38,142,22.0
2012-01-26,0.4,91,23.0
2012-01-27,0.4,38,0.0
2012-01-27,0.4,29,1.0
2012-01-27,0.42,13,2.0
2012-01-27,0.42,8,3.0
2012-01-27,0.4,4,4.0
2012-01-27,0.42,24,5.0
2012-01-27,0.42,72,6.0
2012-01-27,0.42,134,7.0
2012-01-27,0.5,220,8.0
2012-01-27,0.5,107,9.0
2012-01-27,0.48,126,10.0
2012-01-27,0.48,105,11.0
2012-01-27,0.5,180,12.0
2012-01-27,0.5,201,13.0
